POD ID,POD Name,City,Tier,Total GMV,FnV Orders,Units Sold
1404917,Adarsh Palm,Bangalore,1,1003408,20811,23858
1403206,Shakarpur - Laxmi Nagar,Delhi,1,1000938,24752,28276
1403365,Anandpuri - MP,Patna,2,993992,31890,38300
1402072,Ollur,Thrissur,2,993925,22126,26915
1390221,Chrompet 1,Chennai,1,987497,22267,25945
1237710,Setron Retail Pvt Ltd Villivakkam,Chennai,1,986023,23676,27479
1401265,Kamothe,Mumbai,1,985316,23019,26650
1382166,Max Reach Stores Pvt Ltd Krishna Nagar,Jaipur,2,984894,25094,30249
1401467,Avadi,Chennai,1,984518,23636,27332
1387908,Vagator,Goa,2,983254,15881,18573
1403746,Shamrajpura,Bangalore,1,979891,22614,28109
1403040,Bhugaon,Pune,1,977262,24333,28008
1404672,Thammanam,Kochi,2,977229,19134,21923
1398749,Chanchalguda,Hyderabad,1,974552,20786,26753
1404880,Vaswani Brentwood,Bangalore,1,967038,22721,26816
1402058,Medipally,Hyderabad,1,962847,25719,31340
1397622,Sinthi,Kolkata,1,961776,24485,28970
1393565,Singapura,Bangalore,1,961573,23246,28194
1402250,Vasco,Goa,2,959242,18363,20937
1404620,Samaypur Badli,Delhi,1,954562,21930,25881
1400550,Rethibowli,Hyderabad,1,953756,22325,27853
1396294,Boduppal,Hyderabad,1,948087,23976,29125
1062419,Max Reach Stores Pvt Ltd Karol Bagh2,Delhi,1,946065,19633,23279
1135722,B&H ENTERTAINMENT (I) PVT LTD CHOWPATTY,Mumbai,1,942615,20566,24440
1402670,Timberyard Layout,Bangalore,1,939661,23034,27832
1402087,Vidyaranyapuram,Mysore,2,939158,22525,27033
1404800,Kharadi - C,Pune,1,938356,21436,24646
1404791,KPHB,Hyderabad,1,937039,22906,27845
1402263,Madurai South,Madurai,2,935100,20171,23130
1398748,Telecom Nagar,Guntur,2,934780,18453,22466
1404446,Aldona Madel,Goa,2,923103,15240,18006
1404770,Sushant Lok Phase 1,Gurgaon,1,923046,17379,21101
1386716,New Bolarum,Hyderabad,1,922318,20147,25262
1383383,Pochanpur,Delhi,1,921590,19568,22991
1261842,Roj Retail Pvt Ltd Kirti Nagar,Delhi,1,918909,19111,23105
1381441,Max Reach Stores Pvt Ltd Sub City Center,Chandigarh,2,916318,21828,26635
1229997,PYD  Retail Pvt. Ltd. Patel Nagar,Delhi,1,915268,22024,25486
1403182,Candolim,Goa,2,915107,15827,18104
1381971,Taliegao - MP,Goa,2,915091,13627,15590
1403214,Keshav Nagar,Pune,1,911740,21050,24050
1402784,Nilaje Gaon,Mumbai,1,908768,20970,24446
1404788,Satgachi,Kolkata,1,907653,22861,27084
1401257,KL Reddy Nagar,Hyderabad,1,906650,21527,26615
1381278,Kwickbox Retail Pvt Ltd Chinthal,Hyderabad,1,903857,21742,26539
1404774,Choolai,Chennai,1,900894,19280,23417
1388385,Dammaiguda,Hyderabad,1,900503,22176,27811
1389006,Sector 10A,Gurgaon,1,899807,21471,25459
1402063,Virar East,Mumbai,1,898134,22146,25745
1382982,Manickpore,Kolkata,1,897107,22936,26945
1399806,Kaushambi,Noida,1,896747,18908,22487
1402847,Captain Nagar,Panipat,2,895207,14570,22035
1403831,Sector 70,Chandigarh,2,895106,22696,26563
1404626,Charaktala,Kolkata,1,894998,22549,27173
1381754,Max Reach Stores Pvt Ltd Mansarovar,Jaipur,2,894741,25727,30489
1403843,Adajan Gam - MP,Surat,2,893360,17992,21670
1386912,Sunny Enclave,Chandigarh,2,892728,23204,27244
1400551,Gobra,Kolkata,1,891460,20497,25065
1401245,Sola Road,Ahmedabad,2,891044,21297,24918
1384511,PV Ranikhet,Delhi,1,891011,19064,22571
1403688,Bommasandra,Bangalore,1,888269,20865,25287
1400226,Vasundhara,Noida,1,888187,20524,24227
1402463,Sector 149,Noida,1,887380,19786,22796
1402451,Kumbalam,Kochi,2,886833,19691,22664
929911,B & H ENTERTAINMENT (I) PVT LTD YOJIT ESTATES,Mumbai,1,886147,19209,22793
1391902,Nilambar Palms,Vadodara,2,884272,19901,23456
1403140,Chhatra Bazar,Cuttack,2,882792,21818,25166
1388113,Madhurwada,Vizag,2,882110,17979,21883
1403558,Vadugapatti,Karur,2,880327,21451,25243
1388687,Bhayander,Mumbai,1,879707,19838,23242
1404859,Sec-22,Noida,1,879162,21147,24565
1402054,Parimalam Mahal,Erode,2,878191,18822,22025
1401477,Durgapura,Jaipur,2,878111,24814,29480
1403510,Phse 3B - MP,Chandigarh,2,870133,22974,26740
1403837,Suryanagar,Karimnagar,2,870125,17302,21960
1402075,Tulasipur Colony,Cuttack,2,865455,18841,22004
1403415,Thakurpur,Kolkata,1,865267,22352,26451
1404856,Sanath Nagar,Vijayawada,2,860973,17840,21446
1382355,B & H Entertainment (I) Pvt Ltd Bharthana,Surat,2,859673,16582,20294
1402454,Kondhwa,Pune,1,856510,20782,24340
1388196,Adarsh Nagar,Jaipur,2,856289,21307,25899
1403224,Shirke Layout,Bangalore,1,849878,20651,24616
1382353,SGE Retail Services Pvt Ltd Talbagan,Kolkata,1,848986,23890,27582
1401288,Ulubari,Guwahati,2,848484,19152,22079
1404860,APCO Colony,Hyderabad,1,847960,20415,25594
1402050,Parrys,Chennai,1,847764,19391,23914
1387079,Jagdishpur,Kolkata,1,844486,19877,23299
1403215,Charoli,Pune,1,828035,22292,25509
1394684,Medical College,Guntur,2,823901,15088,18556
1397039,Palanpur Gam,Surat,2,820622,17708,20805
1398130,Hazipur Sector 104,Noida,1,817852,16095,18939
1401714,Sunkadakatte,Bangalore,1,817746,20220,24298
1402778,Pathareddy Palam,Guntur,2,816260,16047,19734
1404765,Tenali,Guntur,2,816199,16628,20540
1392084,Byramji,Nagpur,2,813013,18061,21153
1385945,Keventers,Delhi,1,809685,16080,19423
1403179,Shahdara Megapod,Delhi,1,803464,18249,21277
1400969,Bicholi Mardana,Indore,2,803152,19592,23410
1386095,Patrika Gate,Jaipur,2,803045,21860,26051
1404875,ATS,Noida,1,800682,17633,20567
1403209,Muvattupuzha,Kottayam,2,797800,16584,19146
1404825,Gardenia Glory,Noida,1,797106,18180,21023
1387707,Bhavanipuram,Vijayawada,2,796980,17043,20467
1385642,Navrangpura,Ahmedabad,2,795969,15789,18498
1403838,Kent Mahal,Kochi,2,793978,16111,18381
1401466,Baramunda,Bhubaneswar,2,792420,17438,20276
1387704,NFC,Delhi,1,790577,17794,20938
1404841,IIT - Delhi,Delhi,1,787131,16342,18775
1398451,Pahada,Udaipur,2,785083,21047,24693
1405018,Saki Naka,Mumbai,1,777964,16084,19425
1392532,Manish Nagar,Nagpur,2,776782,18436,21268
1388200,Sec 50 B Block,Noida,1,771352,17449,20409
1400924,Karampura,Delhi,1,766760,15227,18112
1386270,Patuli,Kolkata,1,764647,18853,22318
1346769,Max Reach Stores Pvt Ltd Lalkothi,Jaipur,2,760066,20397,24485
1400606,Sarathi Nagar,Khammam,2,759581,14323,17615
1401713,Crossing Republik,Noida,1,756954,17246,20427
1402053,Burari,Delhi,1,754045,19534,22371
1389255,Ratri Bazaar,Vadodara,2,752252,17272,20080
1385562,Peermuchalla,Chandigarh,2,751720,18693,22348
1403146,Rehmatnagar,Rajahmundry,2,749783,16353,19253
1400978,CIDCO,Nashik,2,749542,17577,21286
1386943,Mayur Vihar Phase 3,Noida,1,748513,17711,20463
1391896,Manicktala,Kolkata,1,744972,19588,23735
1402055,Emaar Palm Hills,Gurgaon,1,742759,16488,19381
1404586,BT College,Kolkata,1,742290,18570,22151
1404842,Unit 5,Bhubaneswar,2,740411,15992,18628
1400970,Nirman Nagar,Jaipur,2,740369,20701,24582
1401246,Ullal,Bangalore,1,738091,18883,22828
1395731,Civil Hospital,Rajkot,2,737923,17615,21395
1345681,Sahayu Retail Pvt Ltd NAD Junction,Vizag,2,734052,13969,16707
1404879,Jasola Vihar,Delhi,1,733671,16704,19116
1401475,Apollo DB City,Indore,2,733094,17462,20379
1404884,Kriloskar Colony,Bangalore,1,732002,16299,19561
1389004,Sec 7 Panchkula,Chandigarh,2,731356,17746,21722
1391903,ISBT,Dehradun,2,729729,20019,23666
1404858,Khaleelwadi,Nizamabad,2,728596,18067,21691
1404967,Brigade Metropolis,Bangalore,1,725195,15203,17898
1387905,Sec 10 Panchkula,Chandigarh,2,725033,17594,21476
1402470,Tata,Jamshedpur,2,723998,24794,29905
1404960,Arasan Cinemas,Coimbatore,2,721875,14852,17104
1404603,Rajpur,Dehradun,2,720567,18778,21864
1388194,Vandematram,Ahmedabad,2,719252,18046,20699
1099459,Max Reach Stores Pvt Ltd Dilshad Garden 2,Delhi,1,716797,16415,19309
1393825,Aashima mall,Bhopal,2,714076,18678,21997
973251,B&H ENTERTAINMENT (I) PVT LTD Badi Bhamori,Indore,2,712827,18164,21356
1403186,NIT Calicut,Kozhikode,2,712647,15249,16876
1401291,Tehsil Camp,Panipat,2,710309,12143,17933
1403366,Sanjeeviah Nagar,Vizag,2,710145,14495,17217
1402803,Ganeshguri,Guwahati,2,710045,15905,18297
1400547,Shalimar Bagh,Delhi,1,708722,14314,16815
1403024,Pudupakkam,Chennai,1,707775,15664,18097
1403687,Emaar The Views,Chandigarh,2,706877,16963,20471
1403207,New Karol Bagh,Delhi,1,704713,15840,18462
1404961,Khammam Fort,Khammam,2,702132,13662,16807
1402607,Sector 89,Gurgaon,1,701439,15748,18556
1400987,Purnea,Raipur,2,701280,19793,23473
1404878,Warangal City,Warangal,2,700523,16811,20529
1381445,Foclo Technologies Pvt Ltd Manjari,Pune,1,698635,17169,19522
1386817,Saket Square,Indore,2,698344,16915,20227
1402056,Unitech,Gurgaon,1,695885,15802,18420
1403466,Tiljala Mega Pod,Kolkata,1,695692,16132,19349
1404933,KPC Medical College,Kolkata,1,694464,16806,19527
1382352,Bombay Hospital,Indore,2,690796,17661,20848
1402256,Nacharam,Hyderabad,1,688475,15865,19412
1400984,Manjalpur,Vadodara,2,687875,15948,18851
1404834,Sector 11-12,Faridabad,2,683457,16444,20585
1390220,Shivalik City,Chandigarh,2,682788,16761,19767
1385840,Kasba,Kolkata,1,675791,14316,17595
1404942,Selvapuram,Coimbatore,2,674938,13792,15687
1400971,Entally,Kolkata,1,674326,15392,18599
1399709,Satav Nagar,Pune,1,674292,16882,19435
1402260,Jagatpura,Jaipur,2,669287,19464,22618
1397624,Dharampeth,Nagpur,2,668924,15256,17816
816648,AURORA VENTURES ULSOOR,Bangalore,1,668633,13960,16902
1403692,Badlapur,Mumbai,1,668361,16438,18937
1401272,Ashiyana,Patna,2,668241,21723,26227
1395724,Pratap Nagar,Jaipur,2,667695,21226,24716
1388685,Jogiwala,Dehradun,2,665322,17759,21185
1390226,Sector 21 A,Faridabad,2,664993,14039,17418
1404963,Nookampalayam,Chennai,1,664606,15757,17890
1403184,Ashok vihar extension,Gurgaon,1,664526,15222,17983
1391900,Sector 20B,Faridabad,2,662107,14565,18448
1404820,Gaur City Mall,Noida,1,659706,15225,17898
1402612,Shyam nagar,Jaipur,2,658284,19667,22760
1394452,Chetganj,Varanasi,2,655570,15689,18245
1404799,Tata New Haven,Bangalore,1,655233,16837,20282
1403216,RoadPali,Mumbai,1,654082,14473,16909
1388689,Dilshad Colony,Delhi,1,652512,14811,17094
1383851,Max Reach Stores Pvt Ltd Lodi Colony,Delhi,1,650294,8991,10517
1402789,Sangampura - MP,Surat,2,649118,13357,15751
1400966,Kuvempu Nagar,Davangere,2,648872,16108,19101
1404651,Indira Circle,Rajkot,2,648588,16188,19701
1403517,ATS Homekraft,Noida,1,643971,14971,17694
1403372,Arugampalayam,Karur,2,643548,16863,19530
1385943,Gillco Parkhills,Chandigarh,2,642750,16000,18690
1404666,Kurmannapalem,Vizag,2,642489,13770,16451
1403360,GPT Colony,Kakinada,2,640397,13458,15851
1402796,Mani Nagar,Ahmedabad,2,639995,16962,19341
1402270,Kailasagiri,Vizag,2,639234,12640,15467
1403190,Attingal,Trivandrum,2,637760,12664,14559
1403845,Ajit Singh Nagar,Vijayawada,2,637523,13962,16571
1401469,Sector 95,Gurgaon,1,632669,14380,16967
1404804,SRM University,Chennai,1,629094,15769,18426
1404905,Vani nagar,Hyderabad,1,627598,15812,18775
1403049,Prestige Jindal City,Bangalore,1,626427,14875,17591
1401655,Vishweshwara Nagara,Hubli,2,625332,15189,18073
1405020,Patharghata 2,Kolkata,1,625114,15598,17997
1400552,Uhlasnagar,Mumbai,1,621434,14057,16842
1401264,Dugri,Ludhiana,2,621368,17032,20368
1403511,Aero City Mohali,Chandigarh,2,619656,15363,17989
1399699,Mahipalpur,Delhi,1,619098,13253,15141
1388388,Alpha 1,Noida,1,618581,14674,16829
1400979,Jakariyapur,Patna,2,616692,21860,25965
1400605,Tilakwadi,Belgaum,2,614099,13270,15418
1402265,Indrapuri,Patna,2,612959,20693,24623
1404165,Avantika,Delhi,1,608946,13497,15757
1399804,Pichola,Udaipur,2,607765,17812,20692
1382165,B & H Entertainment (I) Pvt Ltd Navlakha,Indore,2,607032,16379,19553
1402448,Shivarampally,Hyderabad,1,606606,15117,18680
1380671,Aariga Strategy Consultants Pvt Ltd Babarpur,Delhi,1,604354,14113,16565
1404647,M3M 65th Avenue,Gurgaon,1,600365,11156,13515
1403370,District Court,Rohtak,2,600080,14216,17786
1399803,Vidhyadhar,Jaipur,2,600048,18063,21633
1397089,Surajpole,Udaipur,2,597103,15810,18418
1403846,Pendurti,Vizag,2,595615,12716,15374
1402626,Milkman Colony,Jodhpur,2,595210,17625,19705
1388198,Sector 62,Noida,1,592895,13276,15290
1400566,Ravi Nagar,Hubli,2,591040,14239,16784
1395730,Kadru,Ranchi,2,587788,20788,24413
1404941,Central Naka,Aurangabad,2,584417,15551,17630
1402624,Jaypee Greens,Noida,1,582535,14803,17092
1382290,Max Reach Stores Pvt Ltd Bani Park,Jaipur,2,582475,15502,18589
1404609,Sri Nagar,Vizag,2,579693,12091,14684
1402805,IIM-C,Kolkata,1,577558,14655,17324
1386450,GDA Market Vaishali,Noida,1,574541,13433,15896
1399346,Omicron 3,Noida,1,570536,15057,17274
1403747,Ganesh Nagar,Berhampur,2,569311,16884,20703
1394449,Saharanpur Road,Dehradun,2,568826,14714,17580
1404969,Allpettai,Cuddalore,2,568743,12090,13730
1404988,Rushikonda,Vizag,2,566824,12039,14789
1404922,Cleo County,Noida,1,562702,13136,15268
1402065,Nashik Road,Nashik,2,561475,12832,15612
1402248,Jaitpur,Faridabad,2,554862,14225,17927
1403371,Onyx Hospital,Rohtak,2,553904,14204,17396
1386097,Mani square,Kolkata,1,552260,13227,15874
1403724,Shivaji Park,Kolhapur,2,551512,13288,15495
1404968,Paris Nagar,Vadodara,2,551034,12724,14733
1404611,STBL Cine World,Vizag,2,549096,11889,14038
1404675,Govindpuri Metro Station,Delhi,1,547324,10795,12651
1062420,Max Reach Stores Pvt Ltd Janakpuri-Rajouri,Delhi,1,546925,11887,14150
1404787,Kadampukur,Kolkata,1,546619,12874,14913
1402462,Ace City,Noida,1,546269,12816,15097
1400555,Prateek Grand City,Noida,1,543936,12643,14935
1404795,Taj Bengal,Kolkata,1,543742,11415,14576
1397088,Golden Temple,Amritsar,2,543565,15383,18185
1401277,MAHANANDA NAGAR,Ujjain,2,539759,13872,16792
1404889,Hazipur - MP,Noida,1,538166,11680,13433
1404576,Mayur Vihar Megapod,Delhi,1,535925,11386,13088
1404818,AMITY Noida,Noida,1,534438,11414,13205
1404934,TMM Hospital,Thiruvalla,2,533286,10808,12259
1404625,Thakdari,Kolkata,1,533007,12543,14442
1388315,Gotri Road,Vadodara,2,530398,11461,13586
1404570,Powerpet,Eluru,2,530073,12339,14246
1397034,Pritam Nagar,Ludhiana,2,529544,16254,19265
1401259,Gaurav Towers,Jaipur,2,529453,14890,17703
1404843,VIT,Chennai,1,522963,14270,16160
1399707,Sai Mandir,Nagpur,2,522679,12255,14258
1401651,Kranti Chowk,Aurangabad,2,522598,13678,15706
1402068,Kankarbagh,Patna,2,520808,18973,22215
1404707,Kaikhali,Kolkata,1,519716,12082,14373
1388386,Usha Nagar,Indore,2,519069,12719,15144
1405005,Kiwale,Pune,1,517842,12430,14525
1405031,Kamarajar - MP,Madurai,2,516736,11143,12941
1403311,Naraina,Delhi,1,515565,10469,12269
1401273,Bariatu,Ranchi,2,515250,17385,20561
1402475,Shivaji University,Kolhapur,2,514434,13141,15038
1400222,Lalarpura,Jaipur,2,512709,14160,16802
1309584,SAHAYU RETAIL PVT LTD Nawab Nagar,Vizag,2,512248,10536,12652
1402771,Dastur Nagar,Amravati,2,508635,14401,16952
810364,Miyapur,Hyderabad,1,508057,8664,10392
886521,Yousufguda,Hyderabad,1,506354,8751,10626
1404835,Lanka,Varanasi,2,506318,12263,13876
1401659,Golmuri,Jamshedpur,2,505976,17834,21897
1400560,Circular Road,Ranchi,2,504757,18289,21417
1397023,Science City,Ahmedabad,2,502348,11202,13342
1404869,Lotus panache XS,Noida,1,500624,10482,12309
1400986,Devendra Nagar,Raipur,2,499285,14759,17415
1401487,Amolapatty,Dibrugarh,2,496189,11808,13664
1391899,Sector 37,Faridabad,2,495120,12213,14870
1401283,Beripura,Meerut,2,493594,10191,12413
1404962,Begumbur,Dindigul,2,492636,8297,9439
1400981,Saraswati nagar,Raipur,2,492531,14256,16641
1403178,Jakhan - MP,Dehradun,2,491454,12903,15256
1403518,Raj Bagh Gzb,Noida,1,484813,11499,13919
1397035,Nandavan,Nagpur,2,476877,11433,13888
1404606,Arundhuti Nagar,Guntur,2,475881,9483,11472
1401271,Mithapur,Patna,2,473099,16790,19884
1400955,Nirma University,Ahmedabad,2,469257,11965,13548
1404970,Beliaghata,Kolkata,1,462178,11000,13160
1401284,PPR Mall,Jalandhar,2,461163,12919,15899
1403369,Surya Residency,Bhilai,2,461118,12959,15641
1394453,Raj Nagar GZB,Noida,1,459933,9431,11642
1393826,Nehru Colony,Faridabad,2,459325,12092,14731
1397037,Adgaon,Nashik,2,457633,10972,13099
1404649,Ektiasal,Siliguri,2,456062,12713,14933
1404904,Guduvanchery,Chennai,1,455919,12296,13741
1402619,Masibari,Ranchi,2,453645,14567,17236
1402066,Chi 5,Noida,1,452735,10656,12487
1404903,Burrabazar - MP,Kolkata,1,449427,10437,12258
1402076,Geeta Enclave,Mathura,2,447643,14610,17058
1402439,Shahibag,Ahmedabad,2,446081,10777,12336
1401270,Tipuri Bazaar,Patiala,2,445399,10150,13033
1387082,Yakutpura,Vadodara,2,445068,11266,12997
1401268,Patiala Cantt,Patiala,2,441790,8952,11796
1400967,Nangloi,Delhi,1,439596,10017,12107
1402807,Danapur,Patna,2,438394,13613,16566
1402467,Manharpur,Rajkot,2,437941,11126,13578
1404868,Hotel Sindhura,Ongole,2,437607,10155,12559
1402077,Champasari,Siliguri,2,437023,11570,13454
1402620,Sadar Bazaar,Meerut,2,430984,8890,10785
1404876,Virar Carshed,Mumbai,1,427866,10446,12232
1404450,Behra Enclave,Delhi,1,427291,8603,10351
1403026,Jhotwara,Jaipur,2,426719,14065,16767
1404892,Mission Pally,Kolkata,1,426426,11519,13774
1404784,Dakshingaon,Guwahati,2,421086,10075,11317
1400983,Bhagatpura,Sonipat,2,420437,10931,13688
1403513,Sector 115,Chandigarh,2,420373,10702,12612
1405013,Agripada,Mumbai,1,419277,8274,10285
1402271,Police Line,Ambala,2,418869,11079,14018
1403367,Govt Dungar College,Bikaner,2,409259,11593,13345
1402253,Vatika Kunj Ext,Gurgaon,1,408369,9930,11993
1402468,Freeganj,Ujjain,2,407812,10084,12265
1403187,Sector-C - MP,Lucknow,2,405418,12209,13894
1401108,Dashmesh Dwar,Jabalpur,2,403806,12587,15245
1403836,Silicon City,Indore,2,402950,10969,12839
1404573,SRKR College,Bhimavaram,2,402493,9977,11381
1401269,Thapar University,Patiala,2,401309,9070,11346
1402790,Fort Area,Vizianagaram,2,401264,9573,11538
1401263,Sitapur Road,Lucknow,2,401030,12475,14314
1403752,Saktigarh,Siliguri,2,401003,11746,13825
1402255,Harishankarpuram,Gwalior,2,397880,12473,14047
1391895,Purabanchal,Kolkata,1,397750,8622,10400
1403141,Subarnarekha River,Jamshedpur,2,395218,13900,16730
1401479,Kalyani,Kolkata,1,388156,9986,11647
1383133,Roj Retails Pvt Ltd Sector 59,Noida,1,386688,9062,10180
1401278,Ganpat Nagar,Sri Ganganagar,2,386098,11727,13694
1397032,South City,Lucknow,2,380525,11421,13078
1403038,Lonavala,Lonavala,2,379918,8693,10537
1403830,Sri Rameshwaram,Bhopal,2,379546,9809,11465
1405012,Madipur Village,Delhi,1,379540,7997,9337
1403368,Gandhi Chowk,Bilaspur,2,372096,11326,14252
1401262,Emerald Mall,Lucknow,2,371754,11227,12948
1403419,Ayodhaya Nagar,Nagpur,2,371702,9362,10961
1403512,Arjan Nagar,Bhathinda,2,370388,9545,11522
1403174,Vallabh vidyanagar,Anand,2,370171,10280,12142
1400982,Professor Colony,Raipur,2,370111,10892,12842
1404095,Lucknow High Court - MP,Lucknow,2,368440,9653,11051
1402074,Chitaipur,Varanasi,2,364409,8688,9956
1401285,IIT Roorkee,Roorkee,2,362538,9972,11692
1404797,Jagdishpuri,Muzaffarpur,2,358873,11037,13451
1402059,Chota Bangarda,Indore,2,356985,8996,10636
1401282,Pallavpuram,Meerut,2,355885,7451,8916
1404680,Babaroad,Ludhiana,2,351489,12035,14034
1400963,Gangapur,Bareilly,2,349876,10893,12174
1402770,Gaurav Path,Ajmer,2,347440,11422,13448
1402781,More Nagar,Latur,2,345711,9531,10695
1404745,Kahilipara,Guwahati,2,345499,8326,9396
1403750,Katargam,Surat,2,344717,7532,9226
1403212,Venice Mall,Noida,1,344684,8367,9688
1404674,Kachari,Varanasi,2,343731,8835,10187
1403556,Urban Estate,Karnal,2,343025,9920,11850
1401287,Vivekananda Palky,Dibrugarh,2,340875,8047,9468
1403726,Bajaj Hospital,Aurangabad,2,339364,8458,9671
1401076,Rambagh,Agra,2,336834,11147,12795
1404306,GNDU Campus,Amritsar,2,334039,9856,11468
1403515,Goraguntepalya,Bangalore,1,333943,6683,8166
1404992,Battarahalli South,Bangalore,1,330945,7162,8426
1404447,Jamalpur,Ludhiana,2,329449,10319,12304
1402472,Nagina Bagh,Ajmer,2,328682,10299,12167
1395727,Hargobind Nagar,Ludhiana,2,328567,11183,13096
1404830,Venkateswara Nagar,Ongole,2,328225,7223,9068
1402259,Indira Gandhi Nagar,Jaipur,2,324806,9978,11646
1397619,Anand nagar,Bhopal,2,322187,8714,10254
1401289,Ambala Cantt,Ambala,2,321712,8225,10178
1403188,Ccs University - MP,Meerut,2,320026,7206,8458
1393571,Mahal,Nagpur,2,318614,7260,8570
1401290,Railway Stadium,Moradabad,2,317711,9755,10786
1398442,Lucknow High Court,Lucknow,2,317249,10064,11397
1405019,Katta Maisama,Hyderabad,1,316222,7545,9423
1403564,Vainganga,Nanded,2,314140,8233,9634
1404987,Sec 12-22,Noida,1,308692,7959,9209
1402249,Karawal Nagar,Delhi,1,308665,7588,8969
1403691,People\'s Mall,Bhopal,2,305942,8134,9336
1400959,Aligarh Central,Aligarh,2,300564,6162,6947
1399345,MP Nagar,Bhopal,2,298907,7585,8745
1402450,South Civil Lines,Jabalpur,2,298784,8890,10597
1347753,Roj Retails Pvt Ltd Nadan Mahal Road,Lucknow,2,297692,8450,9604
1402272,PVR Moradabad,Moradabad,2,295626,8928,9842
1402783,Vasant Khand,Lucknow,2,294144,8570,9671
1404166,Opulent Mall Gzb,Noida,1,293420,6214,7609
1404098,Police Line Gzb,Noida,1,291101,6821,8175
1402621,Qaji Mandi,Jalandhar,2,291018,8588,10576
1404888,Budh vihar,Delhi,1,290274,7369,8640
1404759,Behala - MP,Kolkata,1,290039,6986,8120
1404781,Howrah AC,Kolkata,1,284443,7976,9373
1402086,Bhakti Nagar,Rajkot,2,284200,7576,9246
1382710,Sayaji Hotel,Pune,1,280771,6207,7134
1398443,Antas Mall,Lucknow,2,278743,7584,8685
1396292,Naria,Varanasi,2,272613,6109,6890
1403751,Chayan Para,Siliguri,2,271935,6826,7949
1402258,Dhanwantri Nagar,Jabalpur,2,266690,8491,10140
1403364,Mohan Nagar Ghaziabad,Noida,1,266251,6330,7633
1405011,Maradu,Kochi,2,264933,5553,6429
1401280,Borkhera,Kota,2,261589,6608,7573
1400957,Odhav,Ahmedabad,2,260336,7001,8044
1401650,Adarsh Park,Sri Ganganagar,2,259998,7647,9039
1404864,Narayan Nagar,Guwahati,2,258920,6096,7099
1403183,Shahpur,Gorakhpur,2,256793,7510,8462
1401256,Siddhart Nagar,Gwalior,2,250027,8697,9722
1402787,District Hospital,Rudrapur,2,247840,7708,8293
1397090,Geeta Nagar,Kanpur,2,247203,8310,9536
1402243,Sikandra,Agra,2,246413,8529,9666
1398750,Ashok Vihar,Kanpur,2,246381,8791,10186
1400225,Lulu Mall,Lucknow,2,243402,7453,8502
1402252,Ghanta Ghar,Gorakhpur,2,242799,6879,7923
1401660,Ashoka Institute,Varanasi,2,241787,5761,6670
1339714,Roj Retails Pvt Ltd Jankipuram,Lucknow,2,238281,8000,9020
1404096,Kampoo Main,Gwalior,2,235504,8269,9142
1403840,Barrackpore,Kolkata,1,229545,6471,7497
1403559,Alambagh,Lucknow,2,228483,7003,7991
1387706,Punagam,Surat,2,224998,5325,6642
1404850,Lekha Nagar,Patna,2,221609,7622,8949
1400974,Guramba,Lucknow,2,221538,7681,8596
1404890,Anisabad,Patna,2,220938,7782,9210
1404802,Kala Pahar,Guwahati,2,214544,5775,6610
1404923,Kanchanpur,Varanasi,2,211281,5181,5894
1403205,MANIT Bhopal,Bhopal,2,210626,5476,6386
1402262,BBD University,Lucknow,2,204191,6752,7632
1382165,Navlakha,Indore,2,203903,4393,5027
1402623,Pandu Nagar,Kanpur,2,195850,6944,7957
1397042,Mota Varcha,Surat,2,192405,4284,5371
1403516,Bapudham,Noida,1,190981,4514,5482
1401281,Kunadi,Kota,2,189549,4376,5029
1399344,Itwara,Bhopal,2,188673,5122,6054
1404857,Ranipur/Banaras Station,Varanasi,2,187661,4749,5387
1400975,IIM Lucknow,Lucknow,2,183958,5744,6475
1398751,Bara Sirohi,Kanpur,2,178880,6023,6905
1399808,Bank Road,Allahabad,2,170357,5894,6464
1402047,Manjoor Garhi,Aligarh,2,168993,3220,3648
1403753,ISKON Bhopal,Bhopal,2,168127,5252,5936
1400925,Azad Nagar,Gorakhpur,2,168126,4449,5117
1400958,DD Cinemas,Aligarh,2,165033,3596,4052
1403689,Gwalior Fort,Gwalior,2,163535,5911,6531
1403754,Mohammadpur,Saharnpur,2,162223,5240,5828
1404772,Arya Samaj Temple,Lucknow,2,153212,5008,5502
1402782,Alamnagar,Lucknow,2,137519,4846,5457
1405030,Dulapally,Hyderabad,1,117605,2939,3622
1400973,Saadatganj,Lucknow,2,114165,4352,4791
1405001,Sampriti,Kolkata,1,112678,2983,3590
1381968,Setron Retail Pvt Ltd Kulathoor,Trivandrum,2,97682,1813,2030
1401279,Talwandi,Kota,2,82526,1814,2149
1402244,Zero Road,Allahabad,2,80263,2645,2902
1402604,Sunderganj,Allahabad,2,73345,2267,2467
1405037,Althan,Surat,2,48917,1379,1772
1405017,Doshi Etopia,Chennai,1,11654,241,274
1405010,Thally Road Circle,Hosur,2,4181,90,102
